
====================================================
 HierFAVG Training Start
====================================================

[Round   1] Phase 1: Cloud broadcasting to 2 edges...
  [Edge 0] G-Round 1 | E-Round 1 | Selected 68/98 clients
  [Client 25] Round 2 | loss=1.7745 | time=1.0s
  [Client 10] Round 2 | loss=1.6957 | time=1.0s
  [Client 71] Round 2 | loss=1.7300 | time=0.6s
  [Client 46] Round 2 | loss=1.8756 | time=0.7s
  [Client 24] Round 2 | loss=1.6458 | time=1.7s
  [Client 19] Round 2 | loss=1.2027 | time=1.7s
  [Client 83] Round 2 | loss=1.7801 | time=1.6s
  [Client 50] Round 2 | loss=1.8696 | time=1.6s
  [Client 93] Round 2 | loss=1.7329 | time=0.3s
  [Client 86] Round 2 | loss=1.8496 | time=0.4s
  [Client 35] Round 2 | loss=1.4063 | time=0.8s
  [Client 84] Round 2 | loss=1.6474 | time=0.9s
  [Client  1] Round 2 | loss=1.6670 | time=0.5s
  [Client 79] Round 2 | loss=1.8721 | time=1.1s
  [Client 42] Round 2 | loss=1.5859 | time=0.7s
  [Client 59] Round 2 | loss=1.8605 | time=0.7s
  [Client 15] Round 2 | loss=1.6089 | time=1.4s
  [Client 41] Round 2 | loss=1.8670 | time=0.8s
  [Client 12] Round 2 | loss=1.5570 | time=0.6s
  [Client 61] Round 2 | loss=1.2769 | time=0.6s
  [Client 76] Round 2 | loss=1.8687 | time=0.8s
  [Client 49] Round 2 | loss=1.8657 | time=0.8s
  [Client 34] Round 2 | loss=1.5019 | time=1.1s
  [Client 92] Round 2 | loss=1.7593 | time=0.6s
  [Client 33] Round 2 | loss=1.6596 | time=1.4s
  [Client 13] Round 2 | loss=1.3571 | time=1.6s
  [Client 51] Round 2 | loss=1.3808 | time=0.3s
  [Client 43] Round 2 | loss=1.9135 | time=0.8s
  [Client 40] Round 2 | loss=1.8086 | time=0.7s
  [Client 96] Round 2 | loss=1.7576 | time=0.9s
  [Client 82] Round 2 | loss=1.8368 | time=0.6s
  [Client 70] Round 2 | loss=2.1346 | time=0.3s
  [Client 97] Round 2 | loss=1.8721 | time=1.0s
  [Client 87] Round 2 | loss=1.4428 | time=0.6s
  [Client 52] Round 2 | loss=2.0770 | time=0.5s
  [Client 21] Round 2 | loss=1.5881 | time=0.4s
  [Client 94] Round 2 | loss=1.6817 | time=1.1s
  [Client 89] Round 2 | loss=1.8798 | time=0.6s
  [Client 98] Round 2 | loss=1.6477 | time=0.9s
  [Client 73] Round 2 | loss=2.0199 | time=1.0s
  [Client 38] Round 2 | loss=1.6611 | time=0.2s
  [Client 16] Round 2 | loss=1.7654 | time=0.8s
  [Client 77] Round 2 | loss=1.2985 | time=0.7s
  [Client 63] Round 2 | loss=1.6442 | time=0.8s
  [Client 18] Round 2 | loss=1.8422 | time=1.6s
  [Client 85] Round 2 | loss=1.5748 | time=1.5s
  [Edge 0] G-Round 2 | E-Round 2 | loss=1.6780
  [Edge 0] G-Round 2 | E-Round 3 | Selected 68/98 clients
  [Client 47] Round 2 | loss=1.6511 | time=1.2s
  [Client 58] Round 2 | loss=1.6783 | time=0.6s
  [Client 42] Round 2 | loss=1.6049 | time=0.7s
  [Client 91] Round 2 | loss=1.6913 | time=0.4s
  [Client 30] Round 2 | loss=1.5018 | time=0.7s
  [Client 38] Round 2 | loss=1.6371 | time=0.2s
  [Client 65] Round 2 | loss=1.5233 | time=0.4s
  [Client 60] Round 2 | loss=1.6591 | time=0.8s
  [Client 13] Round 2 | loss=1.3521 | time=1.6s
  [Client 39] Round 2 | loss=2.0864 | time=0.5s
  [Client 48] Round 2 | loss=1.5216 | time=1.3s
  [Client 15] Round 2 | loss=1.4945 | time=1.4s
  [Client 32] Round 2 | loss=1.5580 | time=0.8s
  [Client 40] Round 2 | loss=1.7727 | time=0.7s
  [Client 24] Round 2 | loss=1.6425 | time=1.7s
  [Client 96] Round 2 | loss=1.7612 | time=0.9s
  [Client 78] Round 2 | loss=1.3941 | time=1.3s
  [Client 50] Round 2 | loss=1.8845 | time=1.6s
  [Client 29] Round 2 | loss=1.5500 | time=2.2s
  [Client 37] Round 2 | loss=1.7035 | time=1.4s
  [Client 27] Round 2 | loss=1.3975 | time=1.8s
  [Client 28] Round 2 | loss=1.6525 | time=0.9s
  [Client 51] Round 2 | loss=1.4061 | time=0.3s
  [Client 49] Round 2 | loss=1.8365 | time=0.8s
  [Client 73] Round 2 | loss=1.9124 | time=1.0s
  [Client  3] Round 2 | loss=1.5295 | time=1.4s
  [Client 86] Round 2 | loss=1.8355 | time=0.4s
  [Client 69] Round 2 | loss=1.8590 | time=1.4s
  [Client  2] Round 2 | loss=1.7187 | time=0.8s
  [Client 43] Round 2 | loss=1.8519 | time=0.8s
  [Client 35] Round 2 | loss=1.4470 | time=0.8s
  [Client 81] Round 2 | loss=1.6611 | time=0.7s
  [Client 17] Round 2 | loss=1.9926 | time=0.3s
  [Client 57] Round 2 | loss=1.6833 | time=0.9s
  [Client 14] Round 2 | loss=2.2424 | time=0.5s
  [Client 89] Round 2 | loss=1.8892 | time=0.6s
  [Client 67] Round 2 | loss=1.6433 | time=1.5s
  [Client 18] Round 2 | loss=1.8700 | time=1.6s
  [Client 41] Round 2 | loss=1.8634 | time=0.8s
  [Client 26] Round 2 | loss=1.5580 | time=0.9s
  [Client 53] Round 2 | loss=1.5354 | time=0.8s
  [Client 10] Round 2 | loss=1.8205 | time=1.0s
  [Client  4] Round 2 | loss=1.7873 | time=1.2s
  [Client  6] Round 2 | loss=1.6104 | time=0.5s
  [Client 19] Round 2 | loss=1.2231 | time=1.7s
  [Client 66] Round 2 | loss=1.8226 | time=1.1s
  [Client 22] Round 2 | loss=1.6746 | time=0.7s
  [Client 99] Round 2 | loss=1.8359 | time=2.0s
  [Client 55] Round 2 | loss=1.7261 | time=0.9s
  [Client 76] Round 2 | loss=1.8467 | time=0.8s
  [Client 56] Round 2 | loss=1.7410 | time=0.9s
  [Client  0] Round 2 | loss=1.7839 | time=1.0s
  [Client 20] Round 2 | loss=1.3984 | time=1.0s
  [Client 71] Round 2 | loss=1.7124 | time=0.6s
  [Client 83] Round 2 | loss=1.7807 | time=1.6s
  [Client 95] Round 2 | loss=1.2485 | time=0.8s
  [Client 63] Round 2 | loss=1.6106 | time=0.8s
  [Client 64] Round 2 | loss=1.6756 | time=0.3s
  [Client 11] Round 2 | loss=1.6201 | time=0.7s
  [Client 34] Round 2 | loss=1.5442 | time=1.1s
  [Client 87] Round 2 | loss=1.3694 | time=0.6s
  [Client  8] Round 2 | loss=1.6538 | time=1.1s
  [Client 74] Round 2 | loss=1.4991 | time=0.8s
  [Client 77] Round 2 | loss=1.2878 | time=0.7s
  [Client 72] Round 2 | loss=1.7865 | time=1.6s
  [Client 52] Round 2 | loss=1.9926 | time=0.5s
  [Client  9] Round 2 | loss=1.8554 | time=0.8s
  [Client 62] Round 2 | loss=1.5616 | time=1.3s
  [Edge 0] G-Round 2 | E-Round 3 | loss=1.6535
  [Edge 0] G-Round 2 | E-Round 4 | Selected 68/98 clients
  [Client 84] Round 2 | loss=1.6333 | time=0.9s
  [Client 45] Round 2 | loss=1.6805 | time=0.7s
  [Client 48] Round 2 | loss=1.5412 | time=1.3s
  [Client 97] Round 2 | loss=1.8606 | time=1.0s
  [Client 41] Round 2 | loss=1.8808 | time=0.8s
  [Client 44] Round 2 | loss=1.4742 | time=1.0s
  [Client 27] Round 2 | loss=1.3660 | time=1.8s
  [Client 74] Round 2 | loss=1.4768 | time=0.8s
  [Client 78] Round 2 | loss=1.3867 | time=1.3s
  [Client 26] Round 2 | loss=1.5502 | time=0.9s
  [Client  0] Round 2 | loss=1.7725 | time=1.0s
  [Client 73] Round 2 | loss=2.0084 | time=1.0s
  [Client 88] Round 2 | loss=1.8443 | time=1.6s
  [Client  1] Round 2 | loss=1.5096 | time=0.5s
  [Client  6] Round 2 | loss=1.6779 | time=0.5s
  [Client 63] Round 2 | loss=1.6051 | time=0.8s
  [Client 55] Round 2 | loss=1.7171 | time=0.9s
  [Client 57] Round 2 | loss=1.6885 | time=0.9s
  [Client 21] Round 2 | loss=1.5540 | time=0.4s
  [Client 17] Round 2 | loss=1.9651 | time=0.3s
  [Client 38] Round 2 | loss=1.6490 | time=0.2s
  [Client 77] Round 2 | loss=1.2739 | time=0.7s
  [Client 92] Round 2 | loss=1.7239 | time=0.6s
  [Client 10] Round 2 | loss=1.7724 | time=1.0s
  [Client 24] Round 2 | loss=1.6460 | time=1.7s
  [Client 49] Round 2 | loss=1.8387 | time=0.8s
  [Client 50] Round 2 | loss=1.8628 | time=1.6s
  [Client 95] Round 2 | loss=1.1450 | time=0.8s
  [Client 19] Round 2 | loss=1.1856 | time=1.7s
  [Client 85] Round 2 | loss=1.5555 | time=1.5s
  [Client 76] Round 2 | loss=1.8535 | time=0.8s
  [Client 53] Round 2 | loss=1.5078 | time=0.8s
  [Client 14] Round 2 | loss=1.8408 | time=0.5s
  [Client 91] Round 2 | loss=1.6590 | time=0.4s
  [Client 52] Round 2 | loss=1.9163 | time=0.5s
  [Client 81] Round 2 | loss=1.6594 | time=0.7s
  [Client 40] Round 2 | loss=1.7747 | time=0.7s
  [Client 86] Round 2 | loss=1.8263 | time=0.4s
  [Client 89] Round 2 | loss=1.8462 | time=0.6s
  [Client 62] Round 2 | loss=1.5510 | time=1.3s
  [Client 18] Round 2 | loss=1.8479 | time=1.6s
  [Client 70] Round 2 | loss=2.1001 | time=0.3s
  [Client 43] Round 2 | loss=1.8674 | time=0.8s
  [Client 93] Round 2 | loss=1.6613 | time=0.3s
  [Client 28] Round 2 | loss=1.6223 | time=0.9s
  [Client 58] Round 2 | loss=1.6863 | time=0.6s
  [Client 82] Round 2 | loss=1.7391 | time=0.6s
  [Client 94] Round 2 | loss=1.6511 | time=1.1s
  [Client 79] Round 2 | loss=1.8589 | time=1.1s
  [Client 29] Round 2 | loss=1.5277 | time=2.2s
  [Client 54] Round 2 | loss=1.8793 | time=1.2s
  [Client 30] Round 2 | loss=1.5076 | time=0.7s
  [Client 15] Round 2 | loss=1.5380 | time=1.4s
  [Client 69] Round 2 | loss=1.9526 | time=1.4s
  [Client 83] Round 2 | loss=1.7766 | time=1.6s
  [Client 51] Round 2 | loss=1.3652 | time=0.3s
  [Client 36] Round 2 | loss=1.3203 | time=1.1s
  [Client  2] Round 2 | loss=1.6891 | time=0.8s
  [Client 87] Round 2 | loss=1.4287 | time=0.6s
  [Client 75] Round 2 | loss=1.7709 | time=0.6s
  [Client  4] Round 2 | loss=1.8180 | time=1.2s
  [Client  7] Round 2 | loss=1.7616 | time=0.3s
  [Client 68] Round 2 | loss=1.4890 | time=0.4s
  [Client 72] Round 2 | loss=1.7750 | time=1.6s
  [Client 37] Round 2 | loss=1.6993 | time=1.4s
  [Client 56] Round 2 | loss=1.7284 | time=0.9s
  [Client 16] Round 2 | loss=1.7654 | time=0.8s
  [Client 67] Round 2 | loss=1.6209 | time=1.5s
  [Edge 0] G-Round 2 | E-Round 4 | loss=1.6607
  [Edge 0] G-Round 2 | E-Round 5 | Selected 68/98 clients
  [Client 70] Round 2 | loss=2.0713 | time=0.3s
  [Client 82] Round 2 | loss=1.7274 | time=0.6s
  [Client 76] Round 2 | loss=1.8318 | time=0.8s
  [Client 84] Round 2 | loss=1.6321 | time=0.9s
  [Client 74] Round 2 | loss=1.5480 | time=0.8s
  [Client  7] Round 2 | loss=1.7760 | time=0.3s
  [Client 42] Round 2 | loss=1.5868 | time=0.7s
  [Client 34] Round 2 | loss=1.5302 | time=1.1s
  [Client 40] Round 2 | loss=1.7751 | time=0.7s
  [Client 14] Round 2 | loss=2.0582 | time=0.5s
  [Client 98] Round 2 | loss=1.6511 | time=0.9s
  [Client 85] Round 2 | loss=1.5517 | time=1.5s
  [Client 59] Round 2 | loss=1.8218 | time=0.7s
  [Client  6] Round 2 | loss=1.8065 | time=0.5s
  [Client 25] Round 2 | loss=1.7525 | time=1.0s
  [Client 92] Round 2 | loss=1.6996 | time=0.6s
  [Client 57] Round 2 | loss=1.6892 | time=0.9s
  [Client 78] Round 2 | loss=1.3687 | time=1.3s
  [Client  1] Round 2 | loss=1.2302 | time=0.5s
  [Client 32] Round 2 | loss=1.5260 | time=0.8s
  [Client 21] Round 2 | loss=1.5394 | time=0.4s
  [Client 71] Round 2 | loss=1.7941 | time=0.6s
  [Client 16] Round 2 | loss=1.7678 | time=0.8s
  [Client 61] Round 2 | loss=1.2082 | time=0.7s
  [Client 22] Round 2 | loss=1.6461 | time=0.7s
  [Client 91] Round 2 | loss=1.6487 | time=0.5s
  [Client 75] Round 2 | loss=1.7915 | time=0.6s
  [Client 26] Round 2 | loss=1.5561 | time=0.9s
  [Client 50] Round 2 | loss=1.8760 | time=1.6s
  [Client 41] Round 2 | loss=1.8622 | time=0.8s
  [Client 17] Round 2 | loss=1.9819 | time=0.3s
  [Client 54] Round 2 | loss=1.8767 | time=1.2s
  [Client 69] Round 2 | loss=1.9221 | time=1.4s
  [Client 66] Round 2 | loss=1.8252 | time=1.1s
  [Client 79] Round 2 | loss=1.8417 | time=1.1s
  [Client 23] Round 2 | loss=1.7433 | time=0.6s
  [Client  4] Round 2 | loss=1.7929 | time=1.2s
  [Client 94] Round 2 | loss=1.6469 | time=1.1s
  [Client 88] Round 2 | loss=1.8218 | time=1.6s
  [Client 45] Round 2 | loss=1.6734 | time=0.7s
  [Client 44] Round 2 | loss=1.5717 | time=1.0s
  [Client 58] Round 2 | loss=1.7263 | time=0.6s
  [Client 83] Round 2 | loss=1.7766 | time=1.6s
  [Client 64] Round 2 | loss=1.6403 | time=0.3s
  [Client 33] Round 2 | loss=1.6260 | time=1.4s
  [Client 38] Round 2 | loss=1.6259 | time=0.2s
  [Client 63] Round 2 | loss=1.6056 | time=0.8s
  [Client 12] Round 2 | loss=1.5219 | time=0.6s
  [Client 35] Round 2 | loss=1.4499 | time=0.8s
  [Client 39] Round 2 | loss=2.1668 | time=0.5s
  [Client 65] Round 2 | loss=1.5341 | time=0.4s
  [Client 43] Round 2 | loss=1.8633 | time=0.8s
  [Client 48] Round 2 | loss=1.5393 | time=1.3s
  [Client 73] Round 2 | loss=1.9198 | time=1.0s
  [Client 55] Round 2 | loss=1.7311 | time=0.9s
  [Client 90] Round 2 | loss=1.9338 | time=0.9s
  [Client 96] Round 2 | loss=1.7638 | time=0.9s
  [Client 28] Round 2 | loss=1.6330 | time=0.9s
  [Client 11] Round 2 | loss=1.6022 | time=0.7s
  [Client 13] Round 2 | loss=1.3569 | time=1.6s
  [Client 30] Round 2 | loss=1.5013 | time=0.7s
  [Client 24] Round 2 | loss=1.6257 | time=1.7s
  [Client 87] Round 2 | loss=1.4255 | time=0.6s
  [Client 89] Round 2 | loss=1.8529 | time=0.6s
  [Client 62] Round 2 | loss=1.5667 | time=1.3s
  [Client 52] Round 2 | loss=1.9036 | time=0.5s
  [Client 15] Round 2 | loss=1.6455 | time=1.4s
  [Client 46] Round 2 | loss=1.8786 | time=0.7s
  [Edge 0] G-Round 2 | E-Round 5 | loss=1.6878
  [Edge 1] G-Round 2 | E-Round 1 | Selected 1/2 clients
  [Client  5] Round 2 | loss=1.1216 | time=0.7s
  [Edge 1] G-Round 2 | E-Round 1 | loss=1.1216
  [Edge 1] G-Round 2 | E-Round 2 | Selected 1/2 clients
  [Client  5] Round 2 | loss=1.0032 | time=0.7s
  [Edge 1] G-Round 2 | E-Round 2 | loss=1.0032
  [Edge 1] G-Round 2 | E-Round 3 | Selected 1/2 clients
  [Client 31] Round 2 | loss=1.0161 | time=1.0s
  [Edge 1] G-Round 2 | E-Round 3 | loss=1.0161
  [Edge 1] G-Round 2 | E-Round 4 | Selected 1/2 clients
  [Client  5] Round 2 | loss=1.1160 | time=0.7s
  [Edge 1] G-Round 2 | E-Round 4 | loss=1.1160
  [Edge 1] G-Round 2 | E-Round 5 | Selected 1/2 clients
  [Client 31] Round 2 | loss=0.9269 | time=1.0s
  [Edge 1] G-Round 2 | E-Round 5 | loss=0.9269
[Round   2] Phase 2: Cloud aggregating...
  [Cloud] acc=0.2039 | loss=2.2447 | time=336.3s | comm=10528.1MB (total=21056MB)

[Round   3] Phase 1: Cloud broadcasting to 2 edges...
  [Edge 0] G-Round 3 | E-Round 1 | Selected 68/98 clients
  [Client 69] Round 3 | loss=1.8009 | time=1.4s
  [Client 28] Round 3 | loss=1.5871 | time=0.9s
  [Client 96] Round 3 | loss=1.6585 | time=0.9s
  [Client 92] Round 3 | loss=1.6156 | time=0.6s
  [Client 85] Round 3 | loss=1.6485 | time=1.5s
  [Client 65] Round 3 | loss=1.8062 | time=0.4s
  [Client 80] Round 3 | loss=1.6292 | time=0.6s
  [Client 10] Round 3 | loss=1.6035 | time=1.0s
  [Client 83] Round 3 | loss=1.7583 | time=1.6s
  [Client 97] Round 3 | loss=1.7200 | time=1.0s
  [Client 47] Round 3 | loss=1.6082 | time=1.2s
  [Client 50] Round 3 | loss=1.8375 | time=1.6s
  [Client 52] Round 3 | loss=1.6418 | time=0.5s
  [Client 26] Round 3 | loss=1.7089 | time=0.9s
  [Client 57] Round 3 | loss=1.4617 | time=0.9s
  [Client  0] Round 3 | loss=1.6961 | time=1.0s
  [Client 40] Round 3 | loss=1.7177 | time=0.7s
  [Client 87] Round 3 | loss=1.4693 | time=0.6s
  [Client 62] Round 3 | loss=1.4695 | time=1.3s
  [Client 56] Round 3 | loss=1.5584 | time=0.9s
  [Client 32] Round 3 | loss=1.5674 | time=0.8s
  [Client 55] Round 3 | loss=1.6103 | time=0.9s
  [Client 46] Round 3 | loss=1.7214 | time=0.7s
  [Client 33] Round 3 | loss=1.6721 | time=1.4s
  [Client 17] Round 3 | loss=1.7874 | time=0.3s
  [Client  7] Round 3 | loss=1.6055 | time=0.3s
  [Client 19] Round 3 | loss=1.3512 | time=1.7s
  [Client 64] Round 3 | loss=1.3285 | time=0.3s
  [Client 72] Round 3 | loss=1.7461 | time=1.6s
  [Client 13] Round 3 | loss=1.2533 | time=1.6s
  [Client 54] Round 3 | loss=1.8332 | time=1.2s
  [Client 34] Round 3 | loss=1.4860 | time=1.1s
  [Client 82] Round 3 | loss=1.7001 | time=0.6s
  [Client 22] Round 3 | loss=1.7243 | time=0.7s
  [Client  8] Round 3 | loss=1.5792 | time=1.1s
  [Client 53] Round 3 | loss=1.7592 | time=0.8s
  [Client 20] Round 3 | loss=1.5682 | time=1.0s
  [Client 91] Round 3 | loss=1.6547 | time=0.5s
  [Client 94] Round 3 | loss=1.4796 | time=1.1s
  [Client 61] Round 3 | loss=1.3102 | time=0.6s
  [Client 84] Round 3 | loss=1.5738 | time=0.9s
  [Client 74] Round 3 | loss=1.5708 | time=0.8s
  [Client 88] Round 3 | loss=1.7814 | time=1.6s
  [Client 38] Round 3 | loss=1.6613 | time=0.2s
  [Client 66] Round 3 | loss=1.6786 | time=1.1s
  [Client 79] Round 3 | loss=1.7430 | time=1.1s
  [Client 37] Round 3 | loss=1.7114 | time=1.4s
  [Client 86] Round 3 | loss=1.7830 | time=0.4s
  [Client 49] Round 3 | loss=1.7057 | time=0.8s
  [Client 29] Round 3 | loss=1.5282 | time=2.2s
  [Client 76] Round 3 | loss=1.8831 | time=0.8s
  [Client 16] Round 3 | loss=1.7621 | time=0.8s
  [Client 44] Round 3 | loss=1.2735 | time=1.0s
  [Client 75] Round 3 | loss=1.8367 | time=0.6s
  [Client 59] Round 3 | loss=1.6574 | time=0.7s
  [Client 90] Round 3 | loss=1.7695 | time=0.9s
  [Client 63] Round 3 | loss=1.6103 | time=0.8s
  [Client 73] Round 3 | loss=1.9991 | time=1.0s
  [Client 99] Round 3 | loss=1.8154 | time=2.0s
  [Client  6] Round 3 | loss=1.6204 | time=0.6s
  [Client 21] Round 3 | loss=1.6942 | time=0.4s
  [Client  4] Round 3 | loss=1.8901 | time=1.2s
  [Client 51] Round 3 | loss=1.4951 | time=0.3s
  [Client 24] Round 3 | loss=1.6134 | time=1.7s
  [Client 42] Round 3 | loss=1.7609 | time=0.7s
  [Client 67] Round 3 | loss=1.5670 | time=1.5s
  [Client 60] Round 3 | loss=1.6252 | time=0.8s
  [Client 39] Round 3 | loss=1.9133 | time=0.5s
  [Edge 0] G-Round 3 | E-Round 1 | loss=1.6484
  [Edge 0] G-Round 3 | E-Round 2 | Selected 68/98 clients
  [Client 27] Round 3 | loss=1.3011 | time=1.8s
  [Client 63] Round 3 | loss=1.6652 | time=0.8s
  [Client 35] Round 3 | loss=1.3069 | time=0.8s
  [Client 13] Round 3 | loss=1.2717 | time=1.6s
  [Client  7] Round 3 | loss=1.5690 | time=0.3s
  [Client 37] Round 3 | loss=1.7047 | time=1.4s
  [Client 89] Round 3 | loss=1.6851 | time=0.6s
  [Client 60] Round 3 | loss=1.6148 | time=0.8s
  [Client 83] Round 3 | loss=1.7546 | time=1.6s
  [Client 78] Round 3 | loss=1.4499 | time=1.3s
  [Client 50] Round 3 | loss=1.8500 | time=1.6s
  [Client 86] Round 3 | loss=1.7210 | time=0.4s
  [Client 61] Round 3 | loss=1.2578 | time=0.6s
  [Client 25] Round 3 | loss=1.6983 | time=1.0s
  [Client 45] Round 3 | loss=1.6157 | time=0.7s
  [Client 70] Round 3 | loss=1.9333 | time=0.3s
  [Client 74] Round 3 | loss=1.5343 | time=0.8s
  [Client 58] Round 3 | loss=1.6018 | time=0.6s
  [Client 69] Round 3 | loss=1.7849 | time=1.4s
  [Client  2] Round 3 | loss=1.4823 | time=0.8s
  [Client  3] Round 3 | loss=1.6218 | time=1.4s
  [Client 68] Round 3 | loss=1.2899 | time=0.5s
  [Client 92] Round 3 | loss=1.6001 | time=0.7s
  [Client 39] Round 3 | loss=2.2435 | time=0.5s
  [Client 12] Round 3 | loss=1.6987 | time=0.6s
  [Client 85] Round 3 | loss=1.5703 | time=1.5s
  [Client 36] Round 3 | loss=1.5053 | time=1.1s
  [Client 72] Round 3 | loss=1.7443 | time=1.6s
  [Client 33] Round 3 | loss=1.7348 | time=1.4s
  [Client 19] Round 3 | loss=1.3365 | time=1.7s
  [Client 62] Round 3 | loss=1.4739 | time=1.3s
  [Client 95] Round 3 | loss=0.9648 | time=0.8s
  [Client 23] Round 3 | loss=1.5962 | time=0.6s
  [Client 66] Round 3 | loss=1.6767 | time=1.1s
  [Client 87] Round 3 | loss=1.6170 | time=0.6s
  [Client 29] Round 3 | loss=1.5051 | time=2.2s
  [Client 28] Round 3 | loss=1.5666 | time=0.9s
  [Client 75] Round 3 | loss=1.8753 | time=0.6s
  [Client 54] Round 3 | loss=1.8252 | time=1.2s
  [Client 34] Round 3 | loss=1.4957 | time=1.1s
  [Client 84] Round 3 | loss=1.5877 | time=0.9s
  [Client 10] Round 3 | loss=1.5888 | time=1.0s
  [Client 26] Round 3 | loss=1.7075 | time=0.9s
  [Client 76] Round 3 | loss=1.9016 | time=0.8s
  [Client  6] Round 3 | loss=1.6475 | time=0.6s
  [Client 38] Round 3 | loss=1.6099 | time=0.2s
  [Client 52] Round 3 | loss=1.6276 | time=0.5s
  [Client 42] Round 3 | loss=1.7432 | time=0.7s
  [Client 51] Round 3 | loss=1.4345 | time=0.3s
  [Client 71] Round 3 | loss=1.5912 | time=0.6s
  [Client  9] Round 3 | loss=1.7997 | time=0.8s
  [Client 32] Round 3 | loss=1.5819 | time=0.8s
  [Client 30] Round 3 | loss=1.4475 | time=0.7s
  [Client 46] Round 3 | loss=1.6958 | time=0.7s
  [Client 98] Round 3 | loss=1.6204 | time=0.9s
  [Client 43] Round 3 | loss=1.7726 | time=0.8s
  [Client 99] Round 3 | loss=1.8021 | time=2.0s
  [Client 65] Round 3 | loss=1.7437 | time=0.4s
  [Client 88] Round 3 | loss=1.7775 | time=1.6s
  [Client 79] Round 3 | loss=1.7592 | time=1.1s
  [Client 56] Round 3 | loss=1.5704 | time=0.9s
  [Client 47] Round 3 | loss=1.5822 | time=1.2s
  [Client 93] Round 3 | loss=1.4607 | time=0.3s
  [Client 59] Round 3 | loss=1.6701 | time=0.7s
  [Client  8] Round 3 | loss=1.5711 | time=1.1s
  [Client 53] Round 3 | loss=1.7195 | time=0.8s
  [Client 73] Round 3 | loss=2.0554 | time=1.0s
  [Client 96] Round 3 | loss=1.6173 | time=0.9s
  [Edge 0] G-Round 3 | E-Round 2 | loss=1.6189
  [Edge 0] G-Round 3 | E-Round 3 | Selected 68/98 clients
  [Client  3] Round 3 | loss=1.6302 | time=1.4s
  [Client 84] Round 3 | loss=1.5831 | time=0.9s
  [Client 33] Round 3 | loss=1.6054 | time=1.4s
  [Client 18] Round 3 | loss=1.7264 | time=1.6s
  [Client 91] Round 3 | loss=1.6078 | time=0.5s
  [Client 62] Round 3 | loss=1.5025 | time=1.3s
  [Client 93] Round 3 | loss=1.4171 | time=0.3s
  [Client 11] Round 3 | loss=1.5924 | time=0.8s
  [Client 70] Round 3 | loss=1.9167 | time=0.3s
  [Client 46] Round 3 | loss=1.7103 | time=0.7s
  [Client 54] Round 3 | loss=1.8216 | time=1.2s
  [Client 40] Round 3 | loss=1.7284 | time=0.7s
  [Client 85] Round 3 | loss=1.5887 | time=1.5s
  [Client 99] Round 3 | loss=1.7965 | time=2.0s
  [Client  2] Round 3 | loss=1.4710 | time=0.8s
  [Client 52] Round 3 | loss=1.6106 | time=0.5s
  [Client 98] Round 3 | loss=1.6313 | time=0.9s
  [Client 74] Round 3 | loss=1.5135 | time=0.8s
  [Client 13] Round 3 | loss=1.2692 | time=1.6s
  [Client 60] Round 3 | loss=1.6184 | time=0.8s
  [Client 72] Round 3 | loss=1.7387 | time=1.6s
  [Client 49] Round 3 | loss=1.6864 | time=0.8s
  [Client 90] Round 3 | loss=1.7776 | time=0.9s
  [Client 14] Round 3 | loss=1.9984 | time=0.5s
  [Client 35] Round 3 | loss=1.3042 | time=0.8s
  [Client 42] Round 3 | loss=1.7331 | time=0.7s
  [Client 89] Round 3 | loss=1.7242 | time=0.6s
  [Client  0] Round 3 | loss=1.7031 | time=1.0s
  [Client 94] Round 3 | loss=1.4586 | time=1.1s
  [Client  9] Round 3 | loss=1.7839 | time=0.8s
  [Client 43] Round 3 | loss=1.7745 | time=0.8s
  [Client 19] Round 3 | loss=1.3548 | time=1.6s
  [Client 61] Round 3 | loss=1.2935 | time=0.6s
  [Client 25] Round 3 | loss=1.7081 | time=1.0s
  [Client 51] Round 3 | loss=1.4264 | time=0.3s
  [Client 29] Round 3 | loss=1.5037 | time=2.2s
  [Client 20] Round 3 | loss=1.5868 | time=1.0s
  [Client 64] Round 3 | loss=1.3341 | time=0.3s
  [Client 28] Round 3 | loss=1.5582 | time=0.9s
  [Client 30] Round 3 | loss=1.4001 | time=0.7s
  [Client 67] Round 3 | loss=1.5199 | time=1.5s
  [Client 81] Round 3 | loss=1.6253 | time=0.7s
  [Client 15] Round 3 | loss=1.4398 | time=1.4s
  [Client 96] Round 3 | loss=1.6171 | time=0.9s
  [Client 68] Round 3 | loss=1.2217 | time=0.4s
  [Client 87] Round 3 | loss=1.5591 | time=0.6s
  [Client 34] Round 3 | loss=1.4719 | time=1.1s
  [Client 79] Round 3 | loss=1.7516 | time=1.1s
  [Client 86] Round 3 | loss=1.7053 | time=0.4s
  [Client 55] Round 3 | loss=1.6008 | time=0.9s
  [Client 27] Round 3 | loss=1.2803 | time=1.8s
  [Client 92] Round 3 | loss=1.5828 | time=0.6s
  [Client 39] Round 3 | loss=2.1006 | time=0.5s
  [Client 97] Round 3 | loss=1.7064 | time=1.0s
  [Client  4] Round 3 | loss=1.8930 | time=1.2s
  [Client 26] Round 3 | loss=1.6914 | time=0.9s
  [Client 47] Round 3 | loss=1.6035 | time=1.2s
  [Client 75] Round 3 | loss=1.8449 | time=0.6s
  [Client 12] Round 3 | loss=1.6159 | time=0.6s
